alpha|inferred_edges_expo|rmse_mean|rmse_std|baseline_rmse_mean|improvement_pct
0.037223942309123|5000|0.8838013506344502|0.0019450106348357|1.0225233275104622|13.566631992030771
0.0408532307310472|5000|0.8837995325140318|0.0019493925804065|1.0225233275104622|13.566809799262112
0.0448363702937273|5000|0.8837962199030986|0.0019474173845644|1.0225233275104622|13.567133763600529
0.0492078610465553|5000|0.8837969715904862|0.0019473872877396|1.0225233275104622|13.567060250618738
0.0540055667511482|5000|0.8837937117273098|0.0019499868865788|1.0225233275104622|13.567379056370028
0.0592710428391381|5000|0.8837944610049281|0.0019521925434643|1.0225233275104622|13.56730577905712
0.06504989634544|5000|0.8837926631820903|0.0019530094738867|1.0225233275104622|13.567481601240283
0.0713921809345718|5000|0.8837905026792425|0.0019553314946963|1.0225233275104622|13.56769289254187
0.0783528304415494|5000|0.8837914727242253|0.0019560756801109|1.0225233275104622|13.567598024781237
0.0859921346824872|5000|0.8837927716707066|0.0019583722398123|1.0225233275104622|13.567470991348715
0.0943762616561423|5000|0.8837942843183868|0.0019581107423403|1.0225233275104622|13.56732305852024
0.1035778306594658|5000|0.8837957175516706|0.0019601466559795|1.0225233275104622|13.567182892203707
0.1136765412812126|5000|0.8837977233552389|0.0019578358837333|1.0225233275104622|13.566986730070848
0.1247598637216512|5000|0.8837954113930842|0.0019566639058245|1.0225233275104622|13.567212833680664
0.1369237964175941|5000|0.883791361862656|0.0019555716073807|1.0225233275104622|13.567608866741148
0.1502736975349322|5000|0.8837888181264242|0.001956091287951|1.0225233275104622|13.567857637225249
0.1649251975306649|5000|0.8837853281003634|0.0019585164085491|1.0225233275104622|13.568198952280556
0.1810052006886033|5000|0.8837897560863637|0.0019599149084341|1.0225233275104622|13.567765907294568
0.1986529843035649|5000|0.8837951640802293|0.0019620315297554|1.0225233275104622|13.56723702020514
0.218021405034674|5000|0.8837976116334281|0.0019635817380452|1.0225233275104622|13.566997656160042
0.2392782228766162|5000|0.8837997183921894|0.0019641547837437|1.0225233275104622|13.566791620883912
0.2626075542164585|5000|0.8838034902817486|0.0019623334712813|1.0225233275104622|13.566422740345176
0.2882114665617142|5000|0.8837960290661654|0.0019644400625604|1.0225233275104622|13.567152426933491
0.3163117287524244|5000|0.8837974564372443|0.0019651040752081|1.0225233275104622|13.56701283392466
0.3471517318167604|5000|0.8838050336958201|0.0019647590481858|1.0225233275104622|13.566271798647325
0.380998597107671|5000|0.8838043096370374|0.0019638786296652|1.0225233275104622|13.566342609626716
0.4181454899802553|5000|0.8838112928535974|0.0019626837995937|1.0225233275104622|13.565659670042637
0.4589141590498191|5000|0.8838092494716447|0.0019620297398849|1.0225233275104622|13.565859507239274
0.5036577230244603|5000|0.8838104068316314|0.0019615985193051|1.0225233275104622|13.565746320580793
0.5527637292503891|5000|0.8838109624531512|0.0019582950694364|1.0225233275104622|13.565691982307538
0.6066575104616397|5000|0.8838128848810044|0.0019596569219115|1.0225233275104622|13.565503974092808
0.6658058688087407|5000|0.8838170751663534|0.0019602273598596|1.0225233275104622|13.565094175583932
0.7307211190756243|5000|0.8838129751272211|0.001959484991576|1.0225233275104622|13.565495148258297
0.8019655261052018|5000|0.8838141510098285|0.0019607097732824|1.0225233275104622|13.565380150137884
0.8801561748684488|5000|0.8838187558079381|0.0019642680489147|1.0225233275104622|13.564929813408572
0.9659703153592124|5000|0.8838145034953049|0.0019623132220379|1.0225233275104622|13.565345678017117
1.0601512286096733|5000|0.8838151451272029|0.0019631112596289226|1.0225233275104622|13.565282928162828
