alpha|inferred_edges_power|rmse_mean|rmse_std|baseline_rmse_mean|improvement_pct
3.545454545454546|5000|0.8830751814727206|0.0020297381320094|0.8872056286983033|0.4655569229923502
3.585858585858586|5000|0.8830746962416149|0.00202858758907|0.8872056286983033|0.4656116150603368
3.6262626262626254|5000|0.8830767225399143|0.0020299573385762|0.8872056286983033|0.4653832240048893
3.666666666666667|5000|0.8830763207028063|0.0020294957344391|0.8872056286983033|0.4654285164483809
3.707070707070707|5000|0.8830760313219468|0.0020296996676204|0.8872056286983033|0.4654611335610476
3.747474747474748|5000|0.8830759738133412|0.0020298415659439|0.8872056286983033|0.465467615553912
3.787878787878788|5000|0.8830770116404022|0.002030149340002|0.8872056286983033|0.4653506384938724
3.8282828282828287|5000|0.8830769620330811|0.0020299404572903|0.8872056286983033|0.4653562299057768
3.868686868686869|5000|0.8830758063387683|0.0020290608038695|0.8872056286983033|0.4654864921894483
3.909090909090909|5000|0.8830763952172396|0.0020300356419564|0.8872056286983033|0.4654201176701406
3.94949494949495|5000|0.8830770535314836|0.0020300766631568|0.8872056286983033|0.465345916805909
3.98989898989899|5000|0.8830773665893095|0.0020295842255149|0.8872056286983033|0.4653106309808692
4.030303030303031|5000|0.8830766835696873|0.0020296393963916|0.8872056286983033|0.4653876164733075
4.070707070707071|5000|0.8830756218044579|0.0020296244829444|0.8872056286983033|0.4655072916867034
4.111111111111111|5000|0.8830756181490884|0.0020297975036516|0.8872056286983033|0.4655077036959753
4.151515151515152|5000|0.8830765637254755|0.0020296553837211|0.8872056286983033|0.4654011245268974
4.191919191919192|5000|0.8830760248004108|0.0020291838839962|0.8872056286983033|0.4654618686258135
4.232323232323233|5000|0.8830761081296006|0.0020288219099941|0.8872056286983033|0.4654524763060316
4.272727272727273|5000|0.8830747861926005|0.0020293473686223|0.8872056286983033|0.4656014763751617
4.313131313131313|5000|0.8830755491324173|0.0020297863896745|0.8872056286983033|0.4655154828025233
4.353535353535354|5000|0.8830753083103164|0.0020293600875655|0.8872056286983033|0.4655426266903693
4.3939393939393945|5000|0.8830751084375233|0.0020290898142941|0.8872056286983033|0.4655651550408021
